jen, ranking_hypot_twopoint_best, ranking_hypot_twopoint_ave
2797,   0.7666,   0.6721
2798,   0.7666, 0.666592
2799,   0.7666, 0.665921
2800,   0.7666, 0.666843
2801,   0.7666, 0.675226
2802,   0.7666, 0.667976
2803,   0.7666, 0.669943
2804,   0.7666, 0.669595
2805,   0.7666, 0.663766
2806,   0.7666,  0.66599
2807,   0.7666,  0.67186
2808,   0.7666, 0.667192
2809,   0.7666, 0.668522
2810,   0.7666, 0.663648
2811,   0.7666,  0.66629
2812,   0.7666, 0.660849
2813,   0.7666, 0.668052
2814,   0.7666,  0.66383
2815,   0.7666,  0.66235
2816,   0.7666, 0.668878
2817,   0.7666, 0.667895
2818,   0.7666, 0.664753
2819,   0.7666, 0.668417
2820,   0.7666, 0.667646
2821,   0.7666, 0.668054
2822,   0.7666, 0.662974
2823,   0.7666, 0.664499
2824,   0.7666, 0.667976
2825,   0.7666, 0.661825
2826,   0.7682, 0.657697
2827,   0.7682, 0.668038
2828,   0.7679, 0.675415
2829,   0.7679, 0.674921
2830,   0.7679, 0.666052
2831,   0.7679, 0.666141
2832,   0.7679, 0.670161
2833,   0.7679, 0.674475
2834,   0.7679, 0.669484
2835,   0.7679, 0.665881
2836,   0.7679, 0.664554
2837,   0.7679, 0.664749
2838,   0.7679, 0.660546
2839,   0.7679, 0.667691
2840,   0.7679, 0.661424
2841,   0.7671, 0.664664
2842,   0.7671, 0.665326
2843,   0.7671, 0.665471
2844,   0.7671, 0.668164
2845,   0.7671, 0.674252
2846,   0.7671, 0.663255
2847,   0.7671, 0.666776
2848,   0.7721, 0.669939
2849,   0.7721, 0.667614
2850,   0.7721, 0.671353
2851,   0.7721, 0.668141
2852,   0.7721, 0.669703
2853,   0.7721,  0.66469
2854,   0.7721, 0.667362
2855,   0.7721, 0.675592
2856,   0.7721, 0.672108
2857,   0.7721, 0.671204
2858,   0.7721,    0.667
2859,   0.7721, 0.669917
2860,   0.7721, 0.661453
2861,   0.7721, 0.662686
2862,   0.7721, 0.662696
2863,   0.7721, 0.663172
2864,   0.7721, 0.659505
2865,   0.7721, 0.660916
2866,   0.7721, 0.669935
2867,   0.7721, 0.672032
2868,   0.7721, 0.670058
2869,   0.7719, 0.674493
2870,   0.7719, 0.672609
2871,   0.7719,  0.67517
2872,   0.7719, 0.666509
2873,   0.7719, 0.664257
2874,   0.7719, 0.665741
2875,   0.7719, 0.672687
2876,   0.7719, 0.667252
2877,   0.7719, 0.663214
2878,   0.7719, 0.665678
2879,   0.7719, 0.661698
2880,   0.7719, 0.658129
2881,   0.7719, 0.664188
2882,   0.7719,   0.6612
2883,   0.7719, 0.666517
2884,   0.7719, 0.666691
2885,   0.7719, 0.672553
2886,   0.7719, 0.661713
2887,   0.7719, 0.661512
2888,   0.7719, 0.663952
2889,   0.7719, 0.671679
2890,   0.7719, 0.663189
2891,   0.7719, 0.666546
2892,   0.7719, 0.671424
2893,   0.7719, 0.678167
2894,   0.7719, 0.669888
2895,   0.7719, 0.666985
2896,   0.7719, 0.661034
2897,   0.7719, 0.657201
2898,   0.7719, 0.660163
2899,   0.7719,  0.66452
2900,   0.7719, 0.668936
2901,   0.7719, 0.656417
2902,   0.7719, 0.661034
2903,   0.7719,  0.66551
2904,   0.7719, 0.667294
2905,   0.7719, 0.662301
2906,   0.7719, 0.660474
2907,   0.7719, 0.667721
2908,   0.7719, 0.665191
2909,   0.7719, 0.668711
2910,   0.7719, 0.668729
2911,   0.7719, 0.669564
2912,   0.7719, 0.679803
2913,   0.7719, 0.675599
2914,   0.7719, 0.658545
2915,   0.7719, 0.661185
2916,   0.7719, 0.668252
2917,   0.7719, 0.668557
2918,   0.7722, 0.675331
2919,   0.7701, 0.668603
2920,   0.7719, 0.669618
2921,   0.7719,  0.66528
2922,   0.7719, 0.673447
2923,   0.7719, 0.663785
2924,   0.7719, 0.664134
2925,   0.7719, 0.673468
2926,   0.7719, 0.673153
2927,   0.7719, 0.671936
2928,   0.7719,  0.67249
2929,   0.7719, 0.667627
2930,   0.7719, 0.664748
2931,   0.7719, 0.661421
2932,   0.7719, 0.667205
2933,   0.7728, 0.665884
2934,   0.7728, 0.667364
2935,   0.7728, 0.665671
2936,   0.7728, 0.662653
2937,   0.7728, 0.666903
2938,    0.773, 0.664218
2939,    0.773, 0.670502
2940,    0.773, 0.670264
2941,    0.773, 0.670202
2942,    0.773, 0.665268
2943,    0.773,  0.66935
2944,    0.773, 0.670966
2945,    0.773, 0.672886
2946,    0.773, 0.670758
2947,    0.773, 0.673452
2948,    0.773, 0.676443
2949,    0.773, 0.677888
2950,    0.773, 0.674079
2951,    0.773, 0.668841
2952,    0.773, 0.667112
2953,    0.773, 0.667186
2954,    0.773, 0.662557
2955,    0.773, 0.661507
2956,    0.773, 0.667652
2957,    0.773, 0.662866
2958,    0.773, 0.665226
2959,    0.773, 0.664517
2960,    0.773, 0.674298
2961,    0.773, 0.673712
2962,    0.773, 0.678433
2963,    0.773, 0.671201
2964,    0.773, 0.678756
2965,    0.773,  0.67538
2966,    0.773, 0.675591
2967,    0.773, 0.678868
2968,    0.773, 0.673579
2969,    0.773, 0.664585
2970,    0.773, 0.673236
2971,    0.773, 0.667758
2972,    0.773, 0.668794
2973,    0.773, 0.674052
2974,    0.773, 0.669617
2975,    0.773, 0.670582
2976,    0.773, 0.677627
2977,    0.773, 0.668051
2978,    0.773, 0.674162
2979,    0.773, 0.674022
2980,    0.773, 0.678943
2981,    0.773, 0.674417
2982,    0.773, 0.673117
2983,    0.773, 0.675183
2984,    0.773, 0.678435
2985,    0.773,  0.67442
2986,    0.773, 0.675399
2987,    0.773, 0.671225
2988,    0.773, 0.668146
2989,    0.773, 0.665686
2990,    0.773, 0.675167
2991,    0.773, 0.672933
2992,    0.773, 0.675626
2993,    0.773, 0.669313
2994,    0.773, 0.666534
2995,    0.773, 0.668197
2996,    0.773, 0.676757
2997,    0.773, 0.672328
2998,    0.773, 0.673028
2999,    0.773, 0.672481
3000,    0.773, 0.676447
3001,    0.773, 0.671009
3002,    0.773, 0.664955
3003,    0.773, 0.671953
3004,    0.773, 0.678606
3005,    0.773, 0.670768
3006,    0.773, 0.679992
3007,    0.773, 0.675788
3008,    0.773, 0.675677
3009,    0.773, 0.682228
3010,    0.773, 0.672953
3011,    0.773, 0.678038
3012,    0.773, 0.674315
3013,    0.773, 0.680096
3014,    0.773, 0.674174
3015,    0.773, 0.669417
3016,    0.773, 0.670361
3017,    0.773, 0.672934
3018,   0.7734, 0.675345
3019,   0.7734, 0.674765
3020,   0.7734, 0.675893
3021,   0.7734, 0.676155
3022,   0.7734, 0.675874
3023,   0.7734, 0.674663
3024,   0.7734,  0.67443
3025,   0.7734,  0.67897
3026,   0.7734, 0.671031
3027,   0.7734, 0.668586
3028,   0.7734, 0.674058
3029,   0.7734, 0.676637
3030,   0.7734,   0.6748
3031,   0.7734, 0.676824
3032,   0.7734, 0.674559
3033,   0.7734, 0.679857
3034,   0.7734, 0.672597
3035,   0.7734, 0.676333
3036,   0.7734, 0.671782
3037,   0.7734, 0.676771
3038,   0.7734, 0.670699
3039,   0.7734, 0.676263
3040,   0.7734, 0.670472
3041,   0.7734,  0.67047
3042,   0.7734, 0.676867
3043,   0.7734, 0.670654
3044,   0.7734, 0.678531
3045,   0.7736, 0.678936
3046,   0.7736, 0.678409
3047,   0.7736, 0.674856
3048,   0.7736, 0.671631
3049,   0.7736, 0.670664
3050,   0.7736, 0.670101
3051,   0.7736, 0.668933
3052,   0.7736, 0.672277
3053,   0.7736,  0.66789
3054,   0.7736, 0.673169
3055,   0.7736, 0.678145
3056,   0.7736, 0.675231
3057,   0.7736, 0.682451
3058,   0.7736, 0.679113
3059,   0.7736, 0.675671
3060,   0.7736, 0.682305
3061,   0.7736, 0.675122
3062,   0.7736, 0.672899
3063,   0.7736, 0.677241
3064,   0.7736, 0.675541
3065,   0.7736,  0.67429
3066,   0.7736, 0.677889
3067,   0.7736, 0.674522
3068,   0.7736, 0.674957
3069,   0.7736, 0.674591
3070,   0.7736, 0.668092
3071,   0.7736, 0.673723
3072,   0.7736, 0.666583
3073,   0.7736, 0.669041
3074,   0.7736, 0.676084
3075,   0.7736, 0.670647
3076,   0.7736, 0.677756
3077,   0.7736, 0.674097
3078,   0.7736, 0.672743
3079,   0.7736, 0.674681
3080,   0.7736, 0.676129
3081,   0.7736, 0.671768
3082,   0.7736, 0.668623
3083,   0.7736, 0.673351
3084,   0.7736, 0.671553
3085,   0.7736, 0.670536
3086,   0.7736, 0.673665
3087,   0.7736, 0.670262
3088,   0.7736, 0.670201
3089,   0.7736, 0.672961
3090,   0.7736, 0.675685
3091,   0.7736, 0.673351
3092,   0.7736, 0.674224
3093,   0.7736, 0.673931
3094,   0.7736, 0.677247
3095,   0.7736, 0.677948
3096,   0.7736, 0.678065
3097,   0.7736, 0.675034
3098,   0.7736, 0.674577
3099,   0.7736, 0.683576
3100,   0.7736, 0.684926
3101,   0.7736, 0.681232
3102,   0.7736, 0.670135
3103,   0.7736, 0.670056
3104,   0.7739, 0.683028
3105,   0.7739, 0.679897
3106,   0.7739, 0.677268
3107,   0.7739, 0.681634
3108,   0.7739, 0.675358
3109,   0.7739, 0.674116
3110,   0.7739, 0.667002
3111,   0.7739, 0.675246
3112,   0.7739, 0.674553
3113,   0.7739,  0.68531
3114,   0.7739, 0.672724
3115,   0.7739, 0.674061
3116,   0.7739, 0.681725
3117,   0.7739, 0.672767
3118,   0.7739, 0.675245
3119,   0.7739, 0.674174
3120,   0.7739, 0.681924
3121,   0.7739,  0.67408
3122,   0.7739, 0.671618
3123,   0.7739,  0.67373
3124,   0.7739, 0.668604
3125,   0.7739, 0.668447
3126,   0.7739, 0.673392
3127,   0.7739, 0.679025
3128,   0.7739, 0.680714
3129,   0.7739,  0.67199
3130,   0.7739, 0.677092
3131,   0.7739, 0.672558
3132,   0.7739, 0.672918
3133,   0.7739, 0.671974
3134,   0.7739, 0.672794
3135,   0.7739, 0.671804
3136,   0.7739, 0.675785
3137,   0.7739,  0.67603
3138,   0.7739, 0.671468
3139,   0.7739, 0.669873
3140,   0.7739, 0.678922
3141,   0.7739, 0.673639
3142,   0.7739, 0.672707
3143,   0.7739, 0.673848
3144,   0.7739, 0.670391
3145,   0.7739, 0.668558
3146,   0.7739, 0.673851
3147,   0.7739, 0.676486
3148,   0.7739, 0.675153
3149,   0.7739, 0.671527
3150,   0.7739, 0.678558
3151,   0.7739, 0.669161
3152,   0.7739, 0.679118
3153,   0.7739, 0.672953
3154,   0.7739, 0.678587
3155,   0.7739, 0.675526
3156,   0.7739, 0.675863
3157,   0.7739, 0.667344
3158,   0.7739,   0.6644
3159,   0.7739,  0.67129
3160,   0.7739, 0.668099
3161,   0.7739,  0.66729
3162,   0.7739, 0.671739
3163,   0.7739,  0.67602
3164,   0.7739, 0.672621
3165,   0.7739, 0.678211
3166,   0.7739, 0.670557
3167,   0.7739, 0.670155
3168,   0.7739, 0.668691
3169,   0.7728, 0.670351
3170,   0.7728, 0.678095
3171,   0.7728, 0.673149
3172,   0.7728, 0.676947
3173,   0.7728, 0.672817
3174,   0.7728, 0.676256
3175,   0.7728, 0.679567
3176,   0.7728, 0.670471
3177,   0.7728, 0.677381
3178,   0.7728, 0.674746
3179,   0.7728, 0.667226
3180,   0.7728, 0.668437
3181,   0.7728, 0.670409
3182,   0.7728, 0.669657
3183,   0.7728, 0.676523
3184,   0.7728, 0.675821
3185,   0.7728, 0.670088
3186,   0.7728, 0.669345
3187,   0.7728, 0.668284
3188,   0.7735,   0.6786
3189,   0.7735, 0.680265
3190,   0.7735, 0.679214
3191,   0.7735, 0.681249
3192,   0.7735, 0.681104
3193,   0.7735, 0.674308
3194,   0.7735, 0.673972
3195,   0.7735, 0.676237
3196,   0.7735, 0.678429
3197,   0.7735,  0.67748
3198,   0.7735, 0.675059
3199,   0.7735, 0.675386
3200,   0.7735, 0.676819
3201,   0.7735, 0.681902
3202,   0.7735, 0.676189
3203,   0.7735,  0.67464
3204,   0.7735, 0.671955
3205,   0.7735, 0.673989
3206,   0.7735, 0.676175
3207,   0.7735,  0.67776
3208,   0.7735, 0.671939
3209,   0.7735,   0.6798
3210,   0.7735, 0.666651
3211,   0.7735, 0.670104
3212,   0.7735,  0.66601
3213,   0.7735, 0.663494
3214,   0.7735, 0.668925
3215,   0.7735, 0.668078
3216,   0.7735, 0.664763
3217,   0.7735, 0.673657
3218,   0.7735, 0.671964
3219,   0.7735, 0.668975
3220,   0.7735, 0.671622
3221,   0.7735, 0.675692
3222,   0.7735, 0.677965
3223,   0.7735, 0.671813
3224,   0.7735, 0.671503
3225,   0.7735, 0.675439
3226,   0.7735, 0.672184
3227,   0.7735, 0.675108
3228,   0.7735, 0.667557
3229,   0.7735, 0.668694
3230,   0.7735, 0.662675
3231,   0.7735, 0.668599
3232,   0.7735, 0.672861
3233,   0.7735, 0.676615
3234,   0.7712,  0.67543
3235,   0.7712, 0.670147
3236,   0.7712, 0.674251
3237,   0.7712, 0.669316
3238,   0.7712, 0.664699
3239,   0.7709, 0.663083
3240,   0.7709, 0.669245
3241,   0.7709, 0.664877
3242,   0.7709,  0.66855
3243,   0.7709, 0.676567
3244,   0.7709, 0.674215
3245,   0.7709,  0.67779
3246,   0.7709, 0.676601
3247,   0.7709, 0.672215
3248,   0.7709, 0.676637
3249,   0.7709, 0.671229
3250,   0.7709, 0.672577
3251,   0.7709, 0.675297
3252,   0.7709,   0.6729
3253,   0.7709, 0.679589
3254,   0.7709, 0.677262
3255,   0.7709, 0.673608
3256,   0.7709, 0.664905
3257,   0.7709, 0.666695
3258,   0.7709, 0.670925
3259,   0.7709, 0.667312
3260,   0.7709, 0.667596
3261,   0.7709, 0.667843
3262,   0.7709, 0.667021
3263,   0.7709, 0.670083
3264,   0.7709, 0.674518
3265,   0.7709, 0.671194
3266,   0.7709, 0.679242
3267,   0.7709, 0.675256
3268,   0.7709, 0.673322
3269,   0.7709, 0.675784
3270,   0.7709, 0.676343
3271,   0.7709, 0.674403
3272,   0.7722, 0.672158
3273,   0.7722, 0.668225
3274,   0.7722, 0.677387
3275,   0.7722, 0.672145
3276,   0.7722, 0.672684
3277,   0.7722, 0.683141
3278,   0.7722, 0.681205
3279,   0.7722,  0.67121
3280,   0.7722, 0.672007
3281,   0.7722, 0.673422
3282,   0.7722, 0.681687
3283,   0.7722, 0.677355
3284,   0.7722, 0.674745
3285,   0.7722, 0.682567
3286,   0.7722, 0.673424
3287,   0.7722, 0.674046
3288,   0.7722, 0.675884
3289,   0.7722, 0.673086
3290,   0.7722, 0.679269
3291,   0.7722, 0.679734
3292,   0.7722, 0.674537
3293,   0.7722, 0.682296
3294,   0.7722, 0.678126
3295,   0.7722, 0.674028
3296,   0.7722,  0.67344
3297,   0.7722, 0.675727
3298,   0.7722, 0.677272
3299,   0.7722, 0.672957
3300,   0.7722, 0.676921
3301,   0.7722, 0.672705
3302,   0.7722, 0.678991
3303,   0.7722,  0.67522
3304,   0.7722, 0.678732
3305,   0.7722, 0.675843
3306,   0.7722, 0.672142
3307,   0.7724, 0.670889
3308,   0.7724, 0.680851
3309,   0.7747, 0.676654
3310,   0.7747, 0.679626
3311,   0.7747, 0.679956
3312,   0.7747, 0.678878
3313,   0.7747, 0.678958
3314,   0.7747, 0.672019
3315,   0.7747, 0.681937
3316,   0.7747, 0.684649
3317,   0.7747, 0.675608
3318,   0.7747, 0.678163
3319,   0.7747, 0.678398
3320,   0.7747, 0.671043
3321,   0.7747, 0.676337
3322,   0.7747, 0.671445
3323,   0.7747, 0.678895
3324,   0.7747, 0.681684
3325,   0.7747, 0.678329
3326,   0.7747, 0.672854
3327,   0.7747, 0.678984
3328,   0.7747, 0.682569
3329,   0.7747, 0.673466
3330,   0.7747, 0.677163
3331,   0.7747,  0.66539
3332,   0.7747, 0.667776
3333,   0.7747, 0.673907
3334,   0.7711,  0.68005
3335,   0.7711, 0.676265
3336,   0.7711, 0.677281
3337,   0.7753, 0.670658
3338,   0.7753, 0.675231
3339,   0.7753, 0.674255
3340,   0.7753, 0.681112
3341,   0.7753, 0.675268
3342,   0.7753,  0.66817
3343,   0.7738, 0.674448
3344,   0.7738,  0.67333
3345,   0.7738, 0.673459
3346,   0.7736, 0.675178
3347,   0.7736, 0.671432
3348,   0.7724, 0.671306
3349,   0.7724,  0.67027
3350,   0.7724, 0.670748
3351,   0.7724, 0.669156
3352,   0.7724, 0.672263
3353,   0.7724, 0.671844
3354,   0.7724, 0.677838
3355,   0.7724, 0.670243
3356,   0.7724, 0.667138
3357,   0.7724, 0.674375
3358,   0.7729, 0.684991
3359,   0.7729, 0.672012
3360,   0.7729, 0.666142
3361,   0.7729, 0.673127
3362,   0.7729, 0.674969
3363,   0.7729, 0.677382
3364,   0.7729, 0.680453
3365,   0.7729, 0.674176
3366,   0.7729, 0.680847
3367,   0.7729, 0.669277
3368,   0.7729, 0.679393
3369,   0.7729, 0.674095
3370,   0.7729, 0.673173
3371,   0.7729, 0.675035
3372,   0.7729, 0.675685
3373,   0.7729,  0.68105
3374,   0.7729, 0.673652
3375,   0.7729, 0.670705
3376,   0.7729, 0.672893
3377,   0.7729, 0.677209
3378,   0.7729, 0.681591
3379,   0.7729, 0.679716
3380,   0.7729, 0.679076
3381,   0.7729, 0.675909
3382,   0.7729, 0.674312
3383,   0.7729, 0.683783
3384,   0.7729, 0.682318
3385,   0.7729, 0.682425
3386,   0.7729, 0.678985
3387,   0.7729, 0.676557
3388,   0.7729, 0.674627
3389,   0.7729, 0.670557
3390,   0.7729, 0.676544
3391,   0.7729, 0.681893
3392,   0.7729,  0.67271
3393,   0.7729, 0.675039
3394,   0.7729, 0.673604
3395,   0.7729, 0.678459
3396,   0.7729, 0.679986
3397,   0.7729, 0.678519
3398,   0.7729, 0.667817
3399,   0.7729, 0.674801
3400,   0.7729, 0.669195
3401,   0.7729, 0.675483
3402,   0.7729, 0.678274
3403,   0.7729, 0.684587
3404,   0.7729, 0.678935
3405,   0.7729, 0.674177
3406,   0.7729, 0.673673
3407,   0.7729, 0.676557
3408,   0.7729, 0.673691
3409,   0.7729, 0.675677
3410,   0.7729, 0.673982
3411,   0.7729, 0.672454
3412,   0.7729, 0.676874
3413,   0.7729, 0.673104
3414,   0.7729, 0.675887
3415,   0.7729, 0.681807
3416,   0.7729,  0.67963
3417,   0.7727, 0.671906
3418,   0.7727, 0.676019
3419,   0.7727, 0.675322
3420,   0.7727, 0.676837
3421,   0.7727, 0.674946
3422,   0.7727, 0.670721
3423,   0.7727,  0.66531
3424,   0.7727,  0.67112
3425,   0.7727, 0.673512
3426,   0.7727, 0.679739
3427,   0.7727, 0.669982
3428,   0.7727, 0.671938
3429,   0.7727,  0.67008
3430,   0.7727, 0.671248
3431,   0.7727, 0.674977
3432,   0.7727, 0.670951
3433,   0.7727, 0.673311
3434,   0.7727, 0.677441
3435,   0.7727, 0.676672
3436,   0.7727, 0.671071
3437,   0.7727, 0.676177
3438,   0.7727, 0.674873
3439,   0.7727, 0.684308
3440,   0.7727, 0.680442
3441,   0.7727, 0.676818
3442,   0.7727, 0.679435
3443,   0.7727, 0.668898
3444,   0.7727, 0.673404
3445,   0.7727, 0.672582
3446,   0.7727, 0.671753
3447,   0.7727, 0.678341
3448,   0.7727, 0.675626
3449,   0.7727, 0.673776
3450,   0.7727, 0.674514
3451,   0.7727, 0.672253
3452,   0.7727, 0.672153
3453,   0.7727, 0.675847
3454,   0.7727, 0.680011
3455,   0.7727, 0.674095
3456,   0.7727, 0.675131
3457,   0.7727, 0.679519
3458,   0.7727, 0.675728
3459,   0.7727, 0.672041
3460,   0.7727, 0.672408
3461,   0.7727, 0.672716
3462,   0.7727, 0.669007
3463,   0.7727, 0.673754
3464,   0.7727, 0.669096
3465,   0.7727, 0.666598
3466,   0.7727, 0.669375
3467,   0.7727, 0.668818
3468,   0.7727,  0.66856
3469,   0.7727, 0.670277
3470,   0.7727, 0.674882
3471,   0.7727, 0.674063
3472,   0.7727, 0.676564
3473,   0.7727, 0.667861
3474,   0.7727, 0.672421
3475,   0.7727, 0.683006
3476,   0.7727, 0.678941
3477,   0.7727, 0.675088
3478,   0.7727, 0.672911
3479,   0.7727,  0.67578
3480,   0.7727, 0.673146
3481,   0.7727, 0.676821
3482,   0.7727, 0.670928
3483,   0.7727, 0.676707
3484,   0.7727, 0.680946
3485,   0.7727, 0.677072
3486,   0.7727, 0.680026
3487,   0.7727,  0.68333
3488,   0.7727, 0.672642
3489,   0.7727, 0.673176
3490,   0.7758, 0.672165
3491,   0.7758, 0.672463
3492,   0.7758, 0.680363
3493,   0.7758, 0.683388
3494,   0.7758, 0.674631
3495,   0.7758, 0.676451
3496,   0.7758, 0.680514
3497,   0.7758, 0.680929
3498,   0.7758, 0.682071
3499,   0.7758,  0.67539
3500,   0.7758, 0.673499
3501,   0.7758, 0.675206
3502,   0.7758, 0.678164
3503,   0.7758, 0.672329
3504,   0.7758, 0.672177
3505,   0.7758, 0.670694
3506,   0.7758, 0.678591
3507,   0.7758, 0.671632
3508,   0.7758, 0.674201
3509,   0.7758,  0.68002
3510,   0.7758, 0.679215
3511,   0.7758,  0.67256
3512,   0.7758, 0.674088
3513,   0.7758, 0.679033
3514,   0.7758, 0.679114
3515,   0.7758, 0.680265
3516,   0.7758, 0.670708
3517,   0.7758, 0.674014
3518,   0.7758, 0.670544
3519,   0.7758, 0.676403
3520,   0.7758,    0.673
3521,   0.7758, 0.677494
3522,   0.7758,   0.6775
3523,   0.7758, 0.677976
3524,   0.7758, 0.683266
3525,   0.7758, 0.668644
3526,   0.7758, 0.672745
3527,   0.7758, 0.671003
3528,   0.7758, 0.670411
3529,   0.7758, 0.676531
3530,   0.7758, 0.672126
3531,   0.7758, 0.674074
3532,   0.7758, 0.674417
3533,   0.7758, 0.669169
3534,   0.7758, 0.678271
3535,   0.7758, 0.675871
3536,   0.7758,  0.67119
3537,   0.7758, 0.673437
3538,   0.7758,  0.67568
3539,   0.7758, 0.676868
3540,   0.7758, 0.674543
3541,   0.7758, 0.678353
3542,   0.7758, 0.681391
3543,   0.7758, 0.685452
3544,   0.7758,  0.67943
3545,   0.7758, 0.668724
3546,   0.7758, 0.679821
3547,   0.7758, 0.678277
3548,   0.7758, 0.672306
3549,   0.7758, 0.674524
3550,   0.7758, 0.682091
3551,   0.7758, 0.676017
3552,   0.7758, 0.670609
3553,   0.7758, 0.672703
3554,   0.7758, 0.681677
3555,   0.7758, 0.681342
3556,   0.7758, 0.679522
3557,   0.7758, 0.671413
3558,   0.7758,  0.67494
3559,   0.7758,  0.67928
3560,   0.7758, 0.683608
3561,   0.7758, 0.680175
3562,   0.7758, 0.676893
3563,   0.7758, 0.675208
3564,   0.7758, 0.673006
3565,   0.7756, 0.675735
3566,   0.7756, 0.678954
3567,   0.7756, 0.679319
3568,   0.7756, 0.682866
3569,   0.7756, 0.681883
3570,   0.7756, 0.683944
3571,   0.7756, 0.679496
3572,   0.7756, 0.671681
3573,   0.7756, 0.674211
3574,   0.7756, 0.667415
3575,   0.7756, 0.675746
3576,   0.7756, 0.671856
3577,   0.7756, 0.681701
3578,   0.7756, 0.681191
3579,   0.7756, 0.677437
3580,   0.7756, 0.673591
3581,   0.7756, 0.675007
3582,   0.7756, 0.682357
3583,   0.7756, 0.677882
3584,   0.7756, 0.673902
3585,   0.7756, 0.681499
3586,   0.7756, 0.679763
3587,   0.7756, 0.683443
3588,   0.7756, 0.684777
3589,   0.7756, 0.685433
3590,   0.7751, 0.678952
3591,   0.7751, 0.674335
3592,   0.7751, 0.677215
3593,   0.7751, 0.672059
3594,   0.7751, 0.676353
3595,   0.7751, 0.684225
3596,   0.7751, 0.681647
3597,   0.7751, 0.679927
3598,   0.7751, 0.670776
3599,   0.7751, 0.674035
3600,   0.7751, 0.679527
3601,   0.7751, 0.679688
3602,   0.7751, 0.677757
3603,   0.7751, 0.679281
3604,   0.7751, 0.675234
3605,   0.7751, 0.680354
3606,   0.7751, 0.686167
3607,   0.7751, 0.682918
3608,   0.7751, 0.682171
3609,   0.7751, 0.680525
3610,   0.7751, 0.672262
3611,   0.7751,  0.67387
3612,   0.7751, 0.679365
3613,   0.7751, 0.680556
3614,   0.7751, 0.679854
3615,   0.7751, 0.682715
3616,   0.7751, 0.680286
3617,   0.7751, 0.679826
3618,   0.7751, 0.673205
3619,   0.7751, 0.672598
3620,   0.7751, 0.678437
3621,   0.7751, 0.680115
3622,   0.7751, 0.678334
3623,   0.7751, 0.680045
3624,   0.7751, 0.676936
3625,   0.7751, 0.667742
3626,   0.7751, 0.668781
3627,   0.7751, 0.679036
3628,   0.7751, 0.674946
3629,   0.7751, 0.678598
3630,   0.7751, 0.678836
3631,   0.7751, 0.678948
3632,   0.7751, 0.678717
3633,   0.7751, 0.679525
3634,   0.7742, 0.677154
3635,   0.7742, 0.679008
3636,   0.7742, 0.682112
3637,   0.7742, 0.680589
3638,   0.7742, 0.678537
3639,   0.7742,  0.67179
3640,   0.7742, 0.673604
3641,   0.7742, 0.679093
3642,   0.7742, 0.682326
3643,   0.7742, 0.672055
3644,   0.7742, 0.679556
3645,   0.7742, 0.676867
3646,   0.7742, 0.678019
3647,   0.7742, 0.673302
3648,   0.7742, 0.674627
3649,   0.7742, 0.677951
3650,   0.7742, 0.677295
3651,   0.7742, 0.675436
3652,   0.7742, 0.680792
3653,   0.7742, 0.674816
3654,   0.7742, 0.670779
3655,   0.7742, 0.674421
3656,   0.7742, 0.671651
3657,   0.7742, 0.677898
3658,   0.7742, 0.687865
3659,   0.7742, 0.679095
3660,   0.7742, 0.671003
3661,   0.7742, 0.670567
3662,   0.7742, 0.680898
3663,   0.7742, 0.677845
3664,   0.7742, 0.680966
3665,   0.7742, 0.672759
3666,   0.7742, 0.677995
3667,   0.7742, 0.670084
3668,   0.7742, 0.673593
3669,   0.7742, 0.677343
3670,   0.7742, 0.675794
3671,   0.7742, 0.682535
3672,   0.7742, 0.672826
3673,   0.7742, 0.676358
3674,   0.7742, 0.673569
3675,   0.7742, 0.673962
3676,   0.7742, 0.677635
3677,   0.7742,  0.67316
3678,    0.774, 0.676287
3679,    0.774, 0.673483
3680,    0.774, 0.667709
3681,    0.774, 0.675857
3682,    0.774, 0.669608
3683,    0.774, 0.670798
3684,   0.7761,  0.66426
3685,   0.7761, 0.669873
3686,   0.7761, 0.670971
3687,   0.7761, 0.680067
3688,   0.7761, 0.674007
3689,   0.7761, 0.665479
3690,   0.7761, 0.678123
3691,   0.7761, 0.668548
3692,   0.7761, 0.677547
3693,   0.7761, 0.673265
3694,   0.7761,  0.67691
3695,   0.7761, 0.682848
3696,   0.7761, 0.688266
3697,   0.7761, 0.679304
3698,   0.7761, 0.685059
3699,   0.7761, 0.680681
3700,   0.7761, 0.672921
3701,   0.7761, 0.676498
3702,   0.7761, 0.678276
3703,   0.7761, 0.675715
3704,   0.7761, 0.667426
3705,   0.7761, 0.679129
3706,   0.7761, 0.669775
3707,   0.7743, 0.671328
3708,   0.7743, 0.677189
3709,   0.7747, 0.677173
3710,   0.7747, 0.678954
3711,   0.7747, 0.680051
3712,   0.7747, 0.676441
3713,   0.7747, 0.680013
3714,   0.7747, 0.679722
3715,   0.7747, 0.674531
3716,   0.7747, 0.677812
3717,   0.7747, 0.669146
3718,   0.7747, 0.680792
3719,   0.7747, 0.675751
3720,   0.7747, 0.677213
3721,   0.7747, 0.676342
3722,   0.7747, 0.675012
3723,   0.7747, 0.676921
3724,   0.7747, 0.674604
3725,   0.7747, 0.667629
3726,   0.7747, 0.667191
3727,   0.7747, 0.674047
3728,   0.7747, 0.676341
3729,   0.7747, 0.672374
3730,   0.7747, 0.671297
3731,   0.7742, 0.669064
3732,   0.7742, 0.675975
