gen, tournament_scalar1_twopoint_best, tournament_scalar1_twopoint_ave
   1,   0.1505, 0.100111
   2,   0.1505, 0.112452
   3,   0.1607, 0.122795
   4,   0.2179,  0.13544
   5,   0.2067, 0.149235
   6,   0.3031, 0.158545
   7,   0.3031, 0.176196
   8,   0.3171, 0.205522
   9,   0.3074, 0.233106
  10,    0.309, 0.262461
  11,    0.311, 0.286058
  12,   0.3379, 0.290922
  13,   0.3637, 0.290504
  14,   0.3637,  0.29869
  15,   0.3712, 0.312624
  16,   0.3877, 0.324121
  17,   0.3835, 0.331275
  18,   0.3926, 0.346313
  19,   0.3967, 0.353024
  20,   0.3997,  0.35707
  21,   0.3997, 0.358721
  22,   0.4212, 0.367871
  23,     0.43, 0.370788
  24,     0.43, 0.369641
  25,   0.4271, 0.382719
  26,   0.4271, 0.386754
  27,   0.4417, 0.391595
  28,   0.4311, 0.394552
  29,   0.4311, 0.399538
  30,   0.4405, 0.402245
  31,   0.4405, 0.406188
  32,   0.4577, 0.408734
  33,   0.4776, 0.413713
  34,   0.4761,  0.42095
  35,   0.4761, 0.424851
  36,    0.476, 0.435499
  37,   0.4812, 0.435642
  38,   0.4761, 0.437236
  39,    0.482, 0.445772
  40,   0.4982, 0.447409
  41,   0.4804, 0.452946
  42,   0.4969,  0.45984
  43,    0.491, 0.457941
  44,    0.491, 0.456466
  45,    0.505, 0.455092
  46,   0.4932, 0.457038
  47,   0.4932, 0.462864
  48,   0.5002, 0.463852
  49,   0.5002, 0.464702
  50,   0.5002, 0.464368
  51,   0.4974, 0.467031
  52,   0.4974, 0.465915
  53,   0.5097, 0.469655
  54,   0.5126, 0.470801
  55,   0.5208, 0.477648
  56,   0.5151, 0.478646
  57,   0.5151, 0.483323
  58,   0.5115, 0.486021
  59,   0.5281, 0.487249
  60,     0.53,  0.49099
  61,     0.53, 0.491174
  62,   0.5507, 0.489798
  63,   0.5339, 0.494896
  64,   0.5546, 0.498123
  65,   0.5546, 0.499354
  66,   0.5539, 0.507316
  67,   0.5553, 0.511475
  68,   0.5553, 0.514726
  69,   0.5735, 0.520071
  70,   0.5593, 0.523413
  71,   0.5593, 0.528243
  72,   0.5743, 0.527566
  73,    0.584, 0.530626
  74,    0.584, 0.530054
  75,   0.5941, 0.536682
  76,   0.5885, 0.541901
  77,   0.5786,  0.54476
  78,   0.5786, 0.544831
  79,   0.5883, 0.546219
  80,   0.5806, 0.542848
  81,   0.5855,  0.54561
  82,   0.5679, 0.546545
  83,   0.5935, 0.548788
  84,   0.5976, 0.544602
  85,   0.5976, 0.547897
  86,   0.6015, 0.549216
  87,   0.5854, 0.551697
  88,   0.5854, 0.554988
  89,   0.5919, 0.553717
  90,   0.5921, 0.551251
  91,   0.5881, 0.550348
  92,   0.5881, 0.549848
  93,   0.5881, 0.548491
  94,   0.5875, 0.549298
  95,   0.5875, 0.549788
  96,   0.5959, 0.548258
  97,   0.5879, 0.550886
  98,   0.5978, 0.552191
  99,   0.5903,  0.54966
 100,   0.5864,  0.54995
 101,   0.5864, 0.549648
 102,   0.5932, 0.542665
 103,   0.5932, 0.544358
 104,   0.5853, 0.544953
 105,   0.5853, 0.545869
 106,   0.5807, 0.543665
 107,   0.5807, 0.547559
 108,   0.5807, 0.550118
 109,   0.5891, 0.550069
 110,   0.5891, 0.550587
 111,   0.5942, 0.548899
 112,   0.5855, 0.550341
 113,   0.6005, 0.552281
 114,   0.5824, 0.549236
 115,    0.586, 0.549646
 116,   0.5879, 0.549647
 117,   0.6024, 0.553393
 118,   0.5995, 0.554914
 119,   0.5995, 0.556285
 120,   0.5999, 0.547973
 121,   0.6014,  0.54539
 122,   0.6124, 0.551864
 123,   0.6053,  0.55259
 124,    0.606, 0.560194
 125,    0.606, 0.559909
 126,   0.6037, 0.561558
 127,   0.6037, 0.562151
 128,   0.6064, 0.564603
 129,   0.6178, 0.567954
 130,   0.6178, 0.564241
 131,   0.6232, 0.564389
 132,   0.6232, 0.564547
 133,   0.6232, 0.564335
 134,   0.6232, 0.566153
 135,   0.6264, 0.567235
 136,   0.6264, 0.572506
 137,   0.6298, 0.571241
 138,   0.6283, 0.576979
 139,   0.6283, 0.574471
 140,   0.6283, 0.573691
 141,   0.6346,  0.57592
 142,   0.6368, 0.577563
 143,   0.6368, 0.578513
 144,   0.6368, 0.577887
 145,   0.6368, 0.582924
 146,   0.6368, 0.578923
 147,   0.6368, 0.582956
 148,   0.6315, 0.579485
 149,   0.6315, 0.583489
 150,   0.6315,  0.57764
 151,   0.6315, 0.579093
 152,   0.6315, 0.578852
 153,   0.6315, 0.577306
 154,    0.635, 0.582405
 155,    0.635, 0.582642
 156,    0.635, 0.580304
 157,    0.632,  0.57801
 158,    0.632, 0.582012
 159,    0.636, 0.582759
 160,    0.636, 0.579905
 161,   0.6288, 0.581086
 162,   0.6288, 0.580317
 163,   0.6364, 0.569375
 164,   0.6364, 0.567733
 165,   0.6364, 0.573866
 166,   0.6364, 0.574987
 167,   0.6364, 0.575771
 168,   0.6364, 0.577903
 169,   0.6364, 0.578151
 170,   0.6365,  0.57637
 171,   0.6331, 0.578976
 172,   0.6331, 0.580086
 173,   0.6316,  0.57918
 174,   0.6504, 0.578395
 175,   0.6504,  0.58032
 176,   0.6475, 0.582102
 177,   0.6568, 0.588657
 178,   0.6568,  0.59919
 179,   0.6568, 0.591963
 180,   0.6692, 0.592891
 181,   0.6692, 0.594861
 182,   0.6692,  0.59847
 183,   0.6661,  0.60287
 184,   0.6661, 0.608424
 185,   0.6661, 0.604972
 186,   0.6661, 0.610017
 187,   0.6661, 0.613636
 188,   0.6824, 0.612109
 189,   0.6824, 0.611363
 190,   0.6824, 0.618589
 191,   0.6824, 0.618612
 192,   0.6824, 0.624089
 193,   0.6824, 0.622711
 194,   0.6824, 0.617284
 195,   0.6824, 0.618608
 196,   0.6716,  0.62048
 197,   0.6716, 0.621737
 198,    0.688, 0.618285
 199,    0.688, 0.623394
 200,    0.688, 0.619414
 201,   0.6913, 0.619169
 202,   0.6913, 0.624304
 203,   0.6913, 0.627497
 204,   0.6913,  0.62857
 205,   0.6913, 0.627963
 206,   0.6913, 0.627616
 207,   0.6913, 0.628079
 208,   0.6855, 0.631812
 209,   0.6855, 0.626824
 210,   0.6855, 0.626078
 211,   0.6855, 0.626544
 212,   0.6855, 0.624235
 213,   0.6855, 0.626555
 214,   0.6847, 0.624343
 215,   0.6786, 0.623544
 216,   0.6809, 0.625117
 217,    0.681, 0.622246
 218,    0.681, 0.622785
 219,    0.681, 0.623138
 220,   0.6816, 0.625571
 221,   0.6816, 0.623457
 222,   0.6816, 0.617836
 223,   0.6816, 0.624979
 224,   0.6836, 0.626065
 225,   0.6931, 0.624111
 226,   0.6931, 0.617961
 227,   0.6931,  0.62247
 228,   0.6931, 0.624102
 229,   0.6951,  0.62318
 230,   0.6951,  0.62294
 231,   0.6951,  0.62858
 232,   0.6951, 0.624494
 233,   0.6951, 0.623288
 234,   0.6951, 0.623237
 235,   0.6951, 0.620899
 236,   0.6914, 0.625003
 237,   0.6914, 0.628872
 238,   0.6914, 0.631392
 239,   0.6928, 0.629855
 240,   0.6928, 0.627314
 241,   0.6928, 0.623003
 242,   0.6928, 0.629569
 243,   0.6928, 0.631684
 244,   0.6904, 0.625164
 245,   0.6904, 0.626947
 246,      0.7, 0.630306
 247,      0.7, 0.632403
 248,      0.7, 0.633546
 249,      0.7, 0.636021
 250,      0.7, 0.638079
 251,   0.6984, 0.642927
 252,   0.6913, 0.635959
 253,   0.6913, 0.640776
 254,   0.6913, 0.634964
 255,   0.6798, 0.630417
 256,   0.6937, 0.628368
 257,   0.6937, 0.629589
 258,   0.6858, 0.627204
 259,   0.6858,   0.6316
 260,   0.6858, 0.633049
 261,   0.6863, 0.627644
 262,   0.6863, 0.630741
 263,   0.6863, 0.628705
 264,   0.6863, 0.626979
 265,   0.6863, 0.627006
 266,   0.6875,  0.62549
 267,   0.6875, 0.623973
 268,   0.6907, 0.626438
 269,   0.6907, 0.626634
 270,   0.6869, 0.630269
 271,   0.6912, 0.627602
 272,   0.6912, 0.626218
 273,   0.6912, 0.624315
 274,   0.6912,  0.62703
 275,   0.6912, 0.627307
 276,   0.6897, 0.632043
 277,   0.6897,  0.63189
 278,   0.6897, 0.624211
 279,   0.6897, 0.621589
 280,   0.6963,  0.62301
 281,   0.6996,  0.62785
 282,   0.6996,  0.62584
 283,   0.6996, 0.633795
 284,    0.699, 0.635583
 285,    0.699, 0.632662
 286,   0.6948, 0.635157
 287,   0.6948, 0.637906
 288,   0.6948, 0.633087
 289,   0.6948, 0.635499
 290,   0.6991, 0.636049
 291,   0.6991, 0.638989
 292,   0.6971, 0.634885
 293,    0.696,  0.63527
 294,    0.696, 0.636033
 295,    0.696, 0.635252
 296,    0.696, 0.638398
 297,   0.6894, 0.637838
 298,   0.6947, 0.636678
 299,   0.6947, 0.635857
 300,   0.6947, 0.635428
 301,   0.6947, 0.630926
 302,   0.6947, 0.632956
 303,   0.6947, 0.638206
 304,   0.6947, 0.638121
 305,   0.6933, 0.634183
 306,   0.6933, 0.632069
 307,   0.6956, 0.630006
 308,   0.6956, 0.631638
 309,   0.6979, 0.632369
 310,   0.6979, 0.633628
 311,   0.6979, 0.633414
 312,   0.6946, 0.633551
 313,   0.6946, 0.635371
 314,   0.6935, 0.633822
 315,   0.6915, 0.634928
 316,   0.6915, 0.631165
 317,   0.6915, 0.630675
 318,   0.6915, 0.629371
 319,   0.6915, 0.633391
 320,   0.6915, 0.634404
 321,   0.6915, 0.625224
 322,   0.6915, 0.626826
 323,   0.6954, 0.625773
 324,   0.6954, 0.622919
 325,   0.6954, 0.626241
 326,   0.6954, 0.631176
 327,   0.6999, 0.633062
 328,   0.6999, 0.633412
 329,   0.6999,   0.6315
 330,   0.6999, 0.631018
 331,   0.6999, 0.628759
 332,   0.6907,  0.62909
 333,   0.6907, 0.633016
 334,   0.6907, 0.632214
 335,   0.6907, 0.632335
 336,   0.7038, 0.636951
 337,   0.7038, 0.637354
 338,   0.7038, 0.638116
 339,   0.7038, 0.642332
 340,    0.696, 0.637443
 341,    0.696, 0.640736
 342,    0.696, 0.640926
 343,    0.696, 0.640105
 344,   0.6963, 0.639825
 345,   0.6979, 0.639659
 346,   0.6979, 0.633932
 347,   0.6979, 0.636616
 348,   0.6979, 0.635008
 349,   0.6979, 0.637432
 350,   0.6979, 0.642519
 351,   0.6954, 0.642185
 352,   0.6954,  0.63939
 353,   0.6954, 0.636649
 354,   0.6954, 0.639019
 355,   0.6954, 0.638448
 356,   0.6954, 0.638663
 357,   0.6954, 0.635271
 358,   0.6911, 0.633732
 359,   0.6911, 0.636984
 360,   0.6954, 0.636353
 361,   0.6954, 0.635336
 362,   0.6954, 0.631645
 363,   0.6954,  0.63356
 364,   0.6954,  0.63495
 365,   0.6954, 0.631503
 366,   0.6954,  0.63816
 367,   0.6954, 0.633138
 368,   0.6954, 0.636924
 369,   0.6954, 0.629978
 370,   0.6954, 0.634463
 371,   0.6954,  0.63691
 372,   0.6954, 0.635294
 373,   0.6954,  0.63237
 374,   0.6954, 0.633683
 375,   0.6954, 0.636403
 376,   0.6954, 0.634979
 377,   0.6954, 0.636188
 378,   0.6954, 0.640209
 379,   0.6954, 0.633989
 380,   0.6954, 0.638711
 381,   0.6972, 0.639337
 382,   0.6972, 0.634507
 383,   0.6972, 0.633603
 384,   0.6914, 0.633681
 385,   0.6914, 0.637402
 386,   0.6914, 0.633128
 387,   0.6914, 0.631173
 388,   0.6914, 0.633813
 389,   0.6965, 0.634588
 390,   0.6965, 0.632963
 391,   0.6965, 0.635523
 392,   0.6965, 0.640383
 393,   0.6965, 0.640545
 394,   0.6965, 0.636795
 395,   0.6965,  0.63593
 396,    0.689, 0.637181
 397,    0.689, 0.636185
 398,    0.689, 0.636997
 399,   0.6987, 0.640226
 400,   0.6987, 0.639978
 401,   0.7001, 0.636448
 402,   0.7001, 0.637007
 403,   0.6939, 0.641059
 404,   0.6939, 0.636434
 405,   0.6889,  0.63943
 406,   0.6889, 0.640394
 407,    0.691, 0.635851
 408,     0.69, 0.635921
 409,     0.69, 0.636784
 410,     0.69, 0.633042
 411,     0.69, 0.629604
 412,     0.69, 0.630558
 413,     0.69,  0.63449
 414,     0.69, 0.632281
 415,     0.69, 0.628356
 416,     0.69,  0.62561
 417,     0.69,  0.63112
 418,     0.69, 0.631522
 419,     0.69, 0.625809
 420,     0.69, 0.625855
 421,     0.69, 0.625098
 422,   0.6891, 0.625071
 423,   0.6891, 0.625798
 424,   0.6891, 0.630963
 425,   0.6891, 0.632986
 426,   0.6896, 0.628431
 427,   0.6911, 0.628373
 428,   0.6911, 0.633415
 429,   0.6927, 0.628482
 430,   0.6927, 0.631722
 431,   0.6913, 0.624735
 432,   0.6913, 0.630603
 433,   0.6931, 0.630823
 434,   0.6931, 0.626271
 435,   0.6931, 0.626256
 436,   0.6931, 0.623232
 437,   0.6931, 0.627707
 438,   0.6931, 0.624954
 439,   0.6931, 0.623006
 440,   0.6931, 0.624793
 441,   0.6951, 0.625737
 442,   0.6951, 0.628508
 443,   0.6951, 0.629367
 444,   0.6951, 0.624618
 445,   0.6951, 0.627825
 446,   0.6934, 0.627583
 447,   0.6934, 0.623505
 448,   0.6902, 0.624878
 449,   0.6902, 0.628029
 450,   0.6902, 0.624828
 451,   0.6902, 0.624019
 452,   0.6902, 0.627449
 453,   0.6902, 0.624022
 454,   0.6902, 0.618405
 455,   0.6902, 0.623288
 456,   0.6902, 0.625394
 457,   0.6902, 0.627524
 458,   0.6923, 0.622311
 459,   0.6923, 0.625299
 460,   0.6923, 0.632315
 461,   0.6923, 0.629558
 462,   0.6923, 0.628328
 463,   0.6923, 0.626666
 464,   0.6923, 0.625561
 465,   0.6923, 0.630504
 466,   0.6923, 0.627123
 467,   0.6923,  0.62668
 468,   0.6923,  0.62438
 469,   0.6923, 0.623631
 470,   0.6923, 0.626302
 471,   0.6897, 0.623719
 472,   0.6897,  0.62233
 473,   0.6897, 0.627106
 474,   0.6897, 0.629591
 475,   0.6897, 0.626392
 476,   0.6897, 0.621161
 477,   0.6897, 0.627153
 478,   0.6897, 0.622625
 479,   0.6897, 0.627017
 480,   0.6897, 0.625596
 481,   0.6897, 0.629983
 482,   0.6897, 0.624857
 483,   0.6897, 0.627673
 484,   0.6897, 0.625979
 485,   0.6897, 0.625322
 486,   0.6897, 0.623456
 487,   0.6921,  0.62514
 488,   0.6884, 0.622622
 489,   0.6908, 0.622918
 490,   0.6908, 0.621687
 491,   0.6908, 0.623994
 492,   0.6908, 0.626409
 493,   0.6908, 0.627832
 494,   0.6908, 0.630483
 495,   0.6908, 0.628141
 496,   0.6908, 0.628439
 497,   0.6908, 0.628875
 498,   0.6941, 0.628673
 499,   0.6941,  0.63039
 500,   0.6941, 0.625018
 501,   0.6941, 0.627173
 502,   0.6941, 0.630543
 503,   0.6941, 0.626723
 504,   0.6941, 0.629348
 505,   0.6941, 0.632918
 506,   0.6973, 0.629144
 507,   0.6973, 0.633424
 508,   0.6973, 0.627968
 509,   0.6973, 0.629714
 510,   0.6973, 0.632334
 511,   0.6973,  0.63014
 512,   0.6973, 0.631538
 513,   0.6973, 0.625451
 514,   0.6973,  0.62534
 515,   0.6973, 0.627688
 516,   0.6973, 0.627578
 517,   0.6973, 0.625382
 518,   0.6973, 0.626734
 519,   0.6973, 0.629726
 520,   0.6973, 0.634101
 521,   0.6973, 0.631525
 522,   0.6973, 0.628699
 523,   0.6973, 0.629015
 524,   0.6973, 0.631123
 525,   0.6973, 0.632065
 526,   0.6973, 0.630848
 527,   0.6973, 0.631629
 528,   0.6973, 0.628783
 529,    0.692, 0.630617
 530,    0.692, 0.629242
 531,    0.696, 0.629138
 532,    0.696, 0.632197
 533,    0.696, 0.636666
 534,    0.696, 0.634137
 535,   0.7023, 0.628757
 536,   0.7023,  0.62574
 537,   0.7023, 0.631494
 538,   0.7023, 0.629985
 539,   0.7023,  0.62944
 540,   0.7023, 0.628737
 541,   0.7023, 0.630389
 542,   0.7023, 0.630644
 543,   0.7023, 0.631967
 544,   0.7023, 0.630552
 545,   0.7023, 0.633126
 546,   0.7023, 0.631317
 547,   0.7023, 0.630442
 548,   0.7023, 0.632086
 549,   0.7023, 0.634583
 550,   0.7023,  0.63543
 551,   0.7023, 0.635076
 552,   0.7023, 0.633805
 553,   0.7023,  0.63452
 554,   0.7023, 0.635354
 555,   0.7023, 0.633561
 556,   0.7023, 0.632209
 557,    0.703, 0.635688
 558,    0.703,  0.63258
 559,    0.703, 0.634484
 560,    0.703,  0.63606
 561,    0.703, 0.630736
 562,    0.703, 0.632631
 563,   0.7073, 0.635854
 564,   0.7073, 0.639843
 565,   0.7073, 0.639218
 566,   0.7073, 0.640985
 567,   0.7073, 0.637642
 568,   0.7073, 0.638088
 569,   0.7073,  0.63725
 570,   0.7073,  0.63751
 571,   0.7073, 0.635425
 572,   0.7073, 0.637781
 573,   0.7073, 0.639785
 574,   0.7031, 0.639953
 575,   0.7031, 0.641818
 576,   0.7031, 0.637819
 577,   0.7031, 0.643874
 578,   0.7031, 0.644871
 579,   0.7031, 0.641354
 580,   0.7031, 0.643073
 581,   0.7028, 0.637081
 582,   0.7028, 0.639358
 583,   0.7028, 0.643579
 584,   0.7028,  0.63952
 585,   0.7028, 0.636154
 586,    0.707, 0.641162
 587,    0.707, 0.636042
 588,   0.7085, 0.637961
 589,   0.7085, 0.638974
 590,   0.7085, 0.640942
 591,   0.7085, 0.637037
 592,   0.7085, 0.638814
 593,   0.7085,  0.63952
 594,   0.7085, 0.639093
 595,   0.7085, 0.643726
 596,   0.7085, 0.638702
 597,   0.7085, 0.641876
 598,   0.7085, 0.641489
 599,   0.7085,   0.6396
 600,   0.7085,  0.64066
 601,   0.7085, 0.645029
 602,   0.7085, 0.646337
 603,   0.7085, 0.637988
 604,   0.7085, 0.639887
 605,   0.7085, 0.639735
 606,   0.7085, 0.636833
 607,   0.6988, 0.635442
 608,   0.6988, 0.640419
 609,   0.7048, 0.642213
 610,   0.7063, 0.641981
 611,   0.7063,  0.63935
 612,   0.7063, 0.635082
 613,   0.7063, 0.636341
 614,   0.7063,  0.63535
 615,   0.7063, 0.641859
 616,   0.7063, 0.641007
 617,   0.7063, 0.642608
 618,   0.7063, 0.639377
 619,   0.7063, 0.639476
 620,   0.7063, 0.639033
 621,   0.7063, 0.639723
 622,   0.7063, 0.636165
 623,   0.7063, 0.635325
 624,   0.7063, 0.636818
 625,   0.7063, 0.638819
 626,   0.7063, 0.639339
 627,   0.7063, 0.633602
 628,   0.7063, 0.634552
 629,   0.7065, 0.634043
 630,   0.7065, 0.637372
 631,   0.7065, 0.639211
 632,   0.7065, 0.640452
 633,   0.7065, 0.637667
 634,   0.7065, 0.642748
 635,   0.7065, 0.642673
 636,   0.7065,  0.63495
 637,   0.7065, 0.639286
 638,   0.7122, 0.638641
 639,   0.7122,  0.64349
 640,   0.7122, 0.638367
 641,   0.7122, 0.646962
 642,   0.7122, 0.643408
 643,   0.7416, 0.643108
 644,   0.7416, 0.639633
 645,   0.7416, 0.644954
 646,   0.7416, 0.652296
 647,   0.7416, 0.654291
 648,   0.7416, 0.660135
 649,   0.7416, 0.666512
 650,   0.7416, 0.663124
 651,   0.7416,  0.66014
 652,   0.7416, 0.664394
 653,   0.7416, 0.665767
 654,   0.7416, 0.669692
 655,   0.7416, 0.675761
 656,   0.7416, 0.676855
 657,   0.7508, 0.674341
 658,   0.7508, 0.676008
 659,   0.7486, 0.674486
 660,   0.7486, 0.676387
 661,   0.7486, 0.675577
 662,   0.7486, 0.672424
 663,   0.7486, 0.674538
 664,   0.7513, 0.674355
 665,   0.7513, 0.672893
 666,   0.7513,  0.67434
 667,   0.7513, 0.666884
 668,   0.7513, 0.669674
 669,   0.7513, 0.675678
 670,   0.7513, 0.675627
 671,   0.7513, 0.672449
 672,   0.7513,  0.67586
 673,   0.7513, 0.676386
 674,   0.7513, 0.668489
 675,   0.7513, 0.671362
 676,   0.7495, 0.672785
 677,   0.7495, 0.672824
 678,   0.7495, 0.678733
 679,   0.7495, 0.678035
 680,   0.7495, 0.675178
 681,   0.7495, 0.672258
 682,   0.7495, 0.670855
 683,   0.7504, 0.676746
 684,   0.7508, 0.674808
 685,   0.7508, 0.674706
 686,   0.7508, 0.680219
 687,   0.7508, 0.682338
 688,   0.7508, 0.677964
 689,   0.7508, 0.677618
 690,   0.7522, 0.678453
 691,   0.7522, 0.670239
 692,   0.7522,  0.67687
 693,   0.7522, 0.678357
 694,   0.7522, 0.674291
 695,   0.7522, 0.680597
 696,   0.7522, 0.681738
 697,   0.7522, 0.678019
 698,   0.7522, 0.679431
 699,   0.7522, 0.680149
 700,   0.7522, 0.679226
 701,   0.7522, 0.685667
 702,   0.7522,  0.68262
 703,   0.7522, 0.684249
 704,   0.7522, 0.681481
 705,   0.7522, 0.679387
 706,   0.7522, 0.677865
 707,   0.7522, 0.682482
 708,   0.7522,  0.68448
 709,   0.7522, 0.680357
 710,   0.7522, 0.675044
 711,   0.7522, 0.678175
 712,   0.7544, 0.677978
 713,   0.7544, 0.677918
 714,   0.7544,  0.68301
 715,   0.7544, 0.678523
 716,   0.7544, 0.684444
 717,   0.7544, 0.683401
 718,   0.7596, 0.677604
 719,   0.7596, 0.676641
 720,   0.7596, 0.680564
 721,   0.7596, 0.679629
 722,   0.7596,  0.68036
 723,   0.7596, 0.685658
 724,   0.7596, 0.676383
 725,   0.7596, 0.680586
 726,   0.7596, 0.680014
 727,   0.7596, 0.681903
 728,   0.7596, 0.676311
 729,   0.7596, 0.683086
 730,   0.7596, 0.684916
 731,   0.7596,  0.68653
 732,   0.7596, 0.678406
 733,   0.7596, 0.677832
 734,   0.7596, 0.678236
 735,   0.7486, 0.680596
 736,   0.7486, 0.676198
 737,   0.7486, 0.675834
 738,   0.7486, 0.681189
 739,   0.7486, 0.681596
 740,   0.7486, 0.680292
 741,   0.7486, 0.684611
 742,   0.7486, 0.677128
 743,   0.7486, 0.683766
 744,   0.7543, 0.679519
 745,   0.7543, 0.681117
 746,   0.7543, 0.680102
 747,   0.7543, 0.680854
 748,   0.7543, 0.682808
 749,   0.7543, 0.680591
 750,   0.7579, 0.673331
 751,   0.7579, 0.671251
 752,   0.7579, 0.681003
 753,   0.7579, 0.681779
 754,   0.7579, 0.681066
 755,   0.7579,  0.68779
 756,   0.7579, 0.680554
 757,   0.7579, 0.685166
 758,   0.7579, 0.681054
 759,   0.7596, 0.685188
 760,   0.7596, 0.683397
 761,   0.7596, 0.681943
 762,   0.7596, 0.680056
 763,   0.7596, 0.683635
 764,   0.7587, 0.681114
 765,   0.7533, 0.684063
 766,   0.7594, 0.688734
 767,   0.7594, 0.679766
 768,   0.7594, 0.679513
 769,   0.7594, 0.679547
 770,   0.7594, 0.680781
 771,   0.7594, 0.683192
 772,   0.7594, 0.687351
 773,   0.7594, 0.692575
 774,   0.7594, 0.688157
 775,   0.7594, 0.686615
 776,   0.7594,  0.68301
 777,   0.7594, 0.688689
 778,   0.7594, 0.681001
 779,   0.7594,  0.67854
 780,   0.7594, 0.681579
 781,   0.7594,  0.68469
 782,   0.7596, 0.686148
 783,   0.7596, 0.684593
 784,   0.7596, 0.681858
 785,   0.7596, 0.688721
 786,   0.7596, 0.686632
 787,   0.7596, 0.686198
 788,   0.7596, 0.690587
 789,   0.7457, 0.683297
 790,   0.7457, 0.680668
 791,   0.7457, 0.678047
 792,   0.7457, 0.686856
 793,   0.7605,  0.68389
 794,   0.7605, 0.685637
 795,   0.7605, 0.681419
 796,   0.7605, 0.678117
 797,   0.7605, 0.680215
 798,   0.7599, 0.680049
 799,   0.7599, 0.680793
 800,   0.7599, 0.677123
 801,   0.7599, 0.676562
 802,   0.7584, 0.673883
 803,   0.7584, 0.678379
 804,   0.7584, 0.679087
 805,   0.7584,  0.67567
 806,   0.7584, 0.677218
 807,   0.7559, 0.677796
 808,   0.7559, 0.681375
 809,   0.7559, 0.682764
 810,   0.7549, 0.682118
 811,   0.7549,  0.67608
 812,   0.7525, 0.676807
 813,   0.7525, 0.680251
 814,   0.7525, 0.677468
 815,   0.7525, 0.674111
 816,   0.7525, 0.675791
 817,   0.7525, 0.676917
 818,   0.7525, 0.672023
 819,   0.7525, 0.673616
 820,   0.7525, 0.672725
 821,   0.7525, 0.673783
 822,   0.7525, 0.668949
 823,   0.7525, 0.677987
 824,   0.7525, 0.678828
 825,   0.7525, 0.678456
 826,   0.7525, 0.681308
 827,   0.7525, 0.676341
 828,   0.7525,  0.67535
 829,   0.7525, 0.674594
 830,   0.7525,  0.67447
 831,   0.7525, 0.673762
 832,   0.7525, 0.674444
 833,   0.7525, 0.672883
 834,   0.7525, 0.672562
 835,   0.7525, 0.665642
 836,   0.7525, 0.672476
 837,   0.7525, 0.676969
 838,   0.7525, 0.673233
 839,   0.7525, 0.673506
 840,   0.7525, 0.671787
 841,   0.7525, 0.671853
 842,   0.7525, 0.673959
 843,   0.7525,  0.67568
 844,   0.7525, 0.674635
 845,   0.7525, 0.673857
 846,   0.7525, 0.675795
 847,   0.7525, 0.681657
 848,   0.7525, 0.675739
 849,   0.7525,  0.67402
 850,   0.7525, 0.674614
 851,   0.7525, 0.673191
 852,   0.7525, 0.669958
 853,   0.7525, 0.672085
 854,   0.7472, 0.670968
 855,   0.7472, 0.673109
 856,   0.7472, 0.670358
 857,   0.7472, 0.662176
 858,   0.7472, 0.666849
 859,   0.7472, 0.668414
 860,   0.7474, 0.667926
 861,   0.7474, 0.670456
 862,   0.7474, 0.669907
 863,   0.7474, 0.666584
 864,   0.7474, 0.669424
 865,   0.7474, 0.661873
 866,   0.7474, 0.668118
 867,   0.7537, 0.669435
 868,   0.7537, 0.672385
 869,   0.7537, 0.668007
 870,   0.7537, 0.670634
 871,   0.7548, 0.676701
 872,   0.7548, 0.672921
 873,   0.7548, 0.671762
 874,   0.7548, 0.672741
 875,   0.7548, 0.669866
 876,   0.7548, 0.669062
 877,   0.7548, 0.669563
 878,   0.7548, 0.675382
 879,   0.7548, 0.672972
 880,   0.7548, 0.674246
 881,   0.7548, 0.673425
 882,   0.7548, 0.669617
 883,   0.7548, 0.667417
 884,   0.7548,  0.67052
 885,   0.7548, 0.672323
 886,   0.7548, 0.672432
 887,   0.7548, 0.673895
 888,   0.7548, 0.676784
 889,   0.7548, 0.669995
 890,   0.7548, 0.680544
 891,   0.7548, 0.680315
 892,   0.7548, 0.679215
 893,   0.7548, 0.674876
 894,   0.7548, 0.676735
 895,   0.7548,  0.67022
 896,   0.7548,  0.67461
 897,   0.7548, 0.674119
 898,   0.7514, 0.676629
 899,   0.7514, 0.674221
 900,   0.7514, 0.677059
 901,   0.7514, 0.681181
 902,   0.7514, 0.679333
 903,   0.7595, 0.678164
 904,   0.7595, 0.675549
 905,   0.7595, 0.682777
 906,   0.7595, 0.678302
 907,   0.7595, 0.681634
 908,   0.7595, 0.685746
 909,    0.755, 0.685837
 910,    0.755, 0.684758
 911,   0.7663, 0.679444
 912,   0.7663, 0.674252
 913,   0.7663, 0.675392
 914,   0.7663, 0.680346
 915,   0.7663, 0.683181
 916,   0.7663, 0.682755
 917,   0.7663, 0.685184
 918,   0.7663, 0.684521
 919,   0.7663, 0.683364
 920,   0.7663, 0.684602
 921,   0.7663, 0.686282
 922,   0.7663, 0.676538
 923,   0.7663, 0.686642
 924,   0.7663, 0.688191
 925,   0.7663, 0.688091
 926,   0.7705, 0.686916
 927,   0.7705, 0.681849
 928,   0.7705, 0.684792
 929,   0.7661, 0.680697
 930,   0.7661, 0.690394
 931,   0.7661, 0.678003
 932,   0.7588,  0.68795
 933,   0.7588, 0.693034
 934,   0.7763, 0.684841
 935,   0.7763, 0.683457
 936,   0.7763, 0.685531
