gen, tournament_scalar1_uniform_best, tournament_scalar1_uniform_ave
 159,   0.7041, 0.642249
 160,   0.7041, 0.639772
 161,   0.6907, 0.642069
 162,   0.7047, 0.644067
 163,   0.7047, 0.640188
 164,   0.7163,  0.63699
 165,   0.7163, 0.644304
 166,    0.709, 0.649145
 167,    0.709, 0.653363
 168,   0.7023, 0.649436
 169,   0.7023, 0.647574
 170,   0.7116, 0.645136
 171,     0.71,  0.64558
 172,     0.71, 0.643437
 173,   0.7085, 0.649485
 174,   0.7085,  0.64563
 175,   0.7085, 0.644227
 176,   0.7088, 0.642619
 177,   0.7088, 0.644289
 178,   0.7088, 0.644272
 179,   0.7088, 0.641795
 180,   0.7088, 0.639447
 181,   0.7088, 0.641739
 182,   0.7076, 0.646689
 183,   0.7076, 0.641469
 184,   0.7076, 0.637142
 185,   0.7076, 0.641289
 186,   0.7076, 0.642002
 187,   0.7076, 0.635002
 188,   0.7076, 0.643917
 189,   0.7076, 0.639266
 190,   0.7097, 0.643444
 191,   0.7097, 0.645895
 192,   0.7097, 0.642565
 193,   0.7097, 0.644955
 194,   0.7097, 0.648081
 195,   0.7097, 0.647187
 196,   0.7075, 0.641186
 197,   0.7081, 0.645088
 198,   0.7081, 0.641096
 199,   0.7018, 0.645576
 200,   0.7018, 0.645132
 201,   0.7117, 0.643548
 202,   0.7153, 0.645457
 203,   0.7153, 0.648812
 204,   0.7174, 0.650807
 205,   0.7174, 0.648832
 206,   0.7174, 0.655883
 207,   0.7174, 0.652809
 208,   0.7174, 0.656336
 209,    0.714, 0.658204
 210,    0.714, 0.655643
 211,   0.7181,   0.6528
 212,   0.7142, 0.657573
 213,   0.7163, 0.655842
 214,   0.7148, 0.657979
 215,   0.7148, 0.655711
 216,   0.7148, 0.654764
 217,   0.7148, 0.652009
 218,   0.7123,  0.65379
 219,   0.7123, 0.653296
 220,   0.7165, 0.655338
 221,   0.7165, 0.654828
 222,   0.7165,  0.64981
 223,   0.7208, 0.650795
 224,   0.7208, 0.650208
 225,   0.7202,  0.65101
 226,   0.7202, 0.649871
 227,   0.7133, 0.651541
 228,   0.7133, 0.653906
 229,   0.7133, 0.649308
 230,   0.7093, 0.650178
 231,   0.7093, 0.651629
 232,   0.7091, 0.656196
 233,   0.7091, 0.649466
 234,   0.7091,  0.65229
 235,   0.7091, 0.648329
 236,   0.7075, 0.646677
 237,   0.7114,  0.65339
 238,   0.7114, 0.645669
 239,   0.7114, 0.646842
 240,   0.7157, 0.653135
 241,   0.7157, 0.649961
 242,   0.7157, 0.644782
 243,   0.7189, 0.653569
 244,   0.7189, 0.653829
 245,   0.7189, 0.656065
 246,    0.721, 0.655581
 247,    0.721,  0.65423
 248,   0.7334, 0.647012
 249,   0.7334, 0.649674
 250,   0.7334, 0.651065
 251,   0.7334, 0.660483
 252,   0.7334, 0.664085
 253,   0.7334, 0.663636
 254,   0.7334, 0.666575
 255,   0.7334, 0.668253
 256,   0.7334,  0.66222
 257,   0.7334,  0.66398
 258,   0.7282, 0.664951
 259,   0.7282, 0.671449
 260,   0.7152, 0.662513
 261,   0.7152, 0.665453
 262,   0.7259, 0.658131
 263,   0.7226, 0.662219
 264,   0.7226, 0.659518
 265,   0.7188, 0.656704
 266,    0.719, 0.658236
 267,    0.719, 0.663027
 268,   0.7138, 0.658484
 269,   0.7138, 0.652709
 270,   0.7165, 0.648517
 271,   0.7182, 0.650643
 272,   0.7182, 0.648443
 273,   0.7182, 0.653845
 274,   0.7182, 0.651618
 275,   0.7182, 0.654754
 276,   0.7182, 0.655452
 277,   0.7121, 0.653971
 278,   0.7121, 0.653713
 279,   0.7121,  0.65018
 280,   0.7121, 0.650188
 281,   0.7121, 0.649127
 282,   0.7121, 0.651999
 283,   0.7121, 0.644401
 284,   0.7121, 0.642346
 285,   0.7121, 0.645737
 286,   0.7121, 0.649688
 287,   0.7121, 0.646155
 288,   0.7121, 0.643606
 289,   0.7121, 0.645413
 290,   0.7148, 0.648581
 291,   0.7143, 0.647299
 292,   0.7143, 0.645426
 293,    0.699, 0.654922
 294,    0.699, 0.653645
 295,   0.7109, 0.641822
 296,   0.7109,  0.63699
 297,   0.7109, 0.639007
 298,   0.7109, 0.637716
 299,   0.7109, 0.639112
 300,   0.7089, 0.639761
 301,   0.7089, 0.642608
 302,   0.7118, 0.643453
 303,   0.7118, 0.643748
 304,   0.7102, 0.646782
 305,   0.7102, 0.650131
 306,   0.7102, 0.642224
 307,   0.7174, 0.642777
 308,   0.7222, 0.647134
 309,   0.7202, 0.649068
 310,   0.7202,  0.64987
 311,   0.7202, 0.644456
 312,   0.7202, 0.650917
 313,   0.7202, 0.654755
 314,   0.7202, 0.655418
 315,   0.7201,  0.65412
 316,   0.7201, 0.653695
 317,   0.7201, 0.655606
 318,   0.7197,  0.65874
 319,   0.7197, 0.656732
 320,   0.7197, 0.657683
 321,   0.7197, 0.656533
 322,   0.7197, 0.660605
 323,   0.7197, 0.655936
 324,   0.7165, 0.655155
 325,   0.7165, 0.652831
 326,   0.7165, 0.655973
 327,   0.7165, 0.656813
 328,   0.7165, 0.652113
 329,   0.7165,  0.64962
 330,   0.7165, 0.654223
 331,   0.7173, 0.650882
 332,   0.7173,  0.64315
 333,   0.7173, 0.648285
 334,   0.7173, 0.645439
 335,   0.7173, 0.641092
 336,   0.7173, 0.645569
 337,   0.7173,  0.64612
 338,   0.7173, 0.652213
 339,   0.7173, 0.645339
 340,    0.719, 0.647381
 341,    0.719, 0.642654
 342,   0.7235,  0.64452
 343,   0.7235, 0.647044
 344,   0.7235, 0.642728
 345,   0.7235, 0.648371
 346,   0.7235, 0.651362
 347,   0.7235, 0.652484
 348,   0.7235, 0.650823
 349,   0.7235, 0.648067
 350,   0.7235, 0.650806
 351,   0.7235,  0.64592
 352,   0.7235, 0.651626
 353,   0.7125, 0.651295
 354,   0.7238, 0.650035
 355,   0.7238, 0.645985
 356,   0.7238, 0.647233
 357,   0.7238, 0.651277
 358,   0.7238, 0.655631
 359,   0.7238, 0.656374
 360,   0.7268,  0.65749
 361,   0.7268,  0.65484
 362,   0.7268, 0.649469
 363,   0.7268,  0.65172
 364,   0.7268, 0.648571
 365,   0.7268, 0.651541
 366,   0.7268, 0.641658
 367,   0.7268, 0.649255
 368,   0.7268, 0.652477
 369,   0.7268, 0.651094
 370,   0.7268, 0.652335
 371,   0.7268, 0.650968
 372,   0.7268, 0.657746
 373,   0.7268, 0.651035
 374,   0.7268, 0.654588
 375,   0.7268, 0.651299
 376,   0.7268,  0.65292
 377,   0.7268, 0.653502
 378,   0.7219,   0.6523
 379,   0.7219, 0.652016
 380,   0.7219, 0.653549
 381,   0.7302, 0.652332
 382,   0.7302, 0.652099
 383,   0.7302, 0.652925
 384,   0.7302, 0.654839
 385,   0.7302, 0.657125
 386,   0.7233, 0.660598
 387,   0.7233, 0.656816
 388,   0.7233, 0.650318
 389,   0.7286, 0.654663
 390,   0.7286, 0.650514
 391,   0.7286, 0.651105
 392,   0.7286, 0.654841
 393,   0.7286, 0.652983
 394,   0.7209, 0.656519
 395,   0.7209, 0.654539
 396,   0.7209, 0.651955
 397,   0.7209, 0.649548
 398,   0.7209, 0.653832
 399,   0.7279, 0.646505
 400,   0.7279, 0.650686
 401,   0.7279, 0.659262
 402,   0.7305, 0.662682
 403,   0.7305, 0.657257
 404,   0.7305, 0.652102
 405,   0.7305, 0.653322
 406,   0.7305, 0.652084
 407,   0.7305, 0.652942
 408,   0.7305, 0.659636
 409,   0.7305, 0.660797
 410,   0.7305, 0.657346
 411,   0.7282, 0.655891
 412,   0.7282, 0.657523
 413,   0.7282, 0.654887
 414,   0.7282, 0.657874
 415,   0.7282,  0.65852
 416,   0.7282, 0.657991
 417,   0.7282, 0.653411
 418,   0.7282, 0.654888
 419,   0.7282, 0.655219
 420,   0.7282, 0.659792
 421,   0.7282, 0.649791
 422,   0.7282, 0.650711
 423,   0.7282, 0.655416
 424,   0.7282, 0.651681
 425,   0.7282, 0.649518
 426,   0.7328, 0.652912
 427,   0.7328, 0.651447
 428,   0.7328, 0.656956
 429,   0.7328, 0.654212
 430,    0.736, 0.661101
 431,    0.736, 0.658306
 432,    0.736, 0.659465
 433,    0.736,  0.66276
 434,    0.736, 0.662399
 435,    0.736,  0.65912
 436,   0.7322,  0.66579
 437,   0.7322, 0.666607
 438,   0.7322, 0.660069
 439,   0.7322, 0.653982
 440,   0.7349, 0.659962
 441,   0.7349, 0.658373
 442,   0.7349,  0.65922
 443,   0.7349,  0.66266
 444,   0.7349, 0.657277
 445,   0.7303, 0.660965
 446,   0.7303, 0.660707
 447,   0.7303, 0.656542
 448,   0.7303, 0.656872
 449,   0.7303, 0.661464
 450,   0.7389,  0.65866
 451,   0.7389, 0.661747
 452,   0.7389, 0.651841
 453,   0.7389, 0.665053
 454,   0.7389, 0.666525
 455,   0.7389, 0.666753
 456,   0.7389, 0.665226
 457,    0.736, 0.663472
 458,    0.736, 0.660546
 459,    0.736, 0.656573
 460,    0.736, 0.660358
 461,    0.736, 0.655857
 462,    0.736, 0.657921
 463,    0.736, 0.658216
 464,    0.736,  0.65955
 465,    0.736, 0.661396
 466,    0.736, 0.659802
 467,    0.736, 0.658674
 468,   0.7353, 0.658611
 469,   0.7353, 0.661321
 470,   0.7353, 0.652973
 471,   0.7353, 0.658755
 472,   0.7353, 0.658796
 473,   0.7353,  0.66128
 474,   0.7362, 0.662003
 475,   0.7362, 0.659777
 476,   0.7362, 0.662784
 477,   0.7362, 0.662794
 478,   0.7362, 0.664621
 479,   0.7362, 0.665413
 480,   0.7362, 0.663253
 481,   0.7362, 0.659534
 482,   0.7362,  0.66726
 483,   0.7362, 0.663146
 484,   0.7362, 0.662025
 485,   0.7362, 0.663056
 486,   0.7428, 0.662679
 487,   0.7428, 0.663912
 488,   0.7382, 0.666003
 489,   0.7382, 0.664011
 490,   0.7382, 0.661642
 491,   0.7382, 0.663949
 492,   0.7382, 0.662248
 493,   0.7382, 0.668789
 494,   0.7382, 0.661608
 495,   0.7293, 0.662767
 496,   0.7293, 0.662311
 497,   0.7381, 0.664028
 498,   0.7381, 0.661421
 499,   0.7381, 0.662454
 500,   0.7381,  0.66815
 501,   0.7381, 0.661829
 502,   0.7381, 0.667552
 503,   0.7381, 0.668097
 504,   0.7381, 0.674715
 505,   0.7381,  0.66866
 506,   0.7381, 0.666398
 507,   0.7381, 0.665486
 508,   0.7381,     0.67
 509,   0.7473, 0.666513
 510,   0.7473, 0.668382
 511,   0.7473,  0.67152
 512,   0.7473, 0.669632
 513,   0.7474, 0.672244
 514,   0.7428, 0.667663
 515,   0.7428, 0.664778
 516,   0.7428, 0.664455
 517,   0.7404, 0.669694
 518,   0.7404, 0.667848
 519,   0.7404, 0.664403
 520,   0.7404, 0.671573
 521,   0.7404, 0.657943
 522,   0.7404, 0.660661
 523,   0.7404, 0.664505
 524,   0.7404, 0.663519
 525,   0.7404, 0.666612
 526,   0.7404, 0.661609
 527,   0.7404, 0.662609
 528,   0.7404, 0.656628
 529,   0.7404, 0.665826
 530,   0.7404, 0.665693
 531,   0.7404, 0.661498
 532,   0.7404, 0.662556
 533,   0.7404, 0.664927
 534,   0.7404, 0.662538
 535,   0.7404, 0.663151
 536,   0.7404, 0.661609
 537,   0.7404, 0.664661
 538,   0.7389, 0.664481
 539,   0.7389, 0.664774
 540,   0.7389, 0.664567
 541,    0.735, 0.668348
 542,   0.7448, 0.667105
 543,   0.7448, 0.663227
 544,   0.7448, 0.668199
 545,   0.7448, 0.667291
 546,   0.7448, 0.671225
 547,   0.7491, 0.668773
 548,   0.7491, 0.665869
 549,   0.7491, 0.667917
 550,   0.7491, 0.661997
 551,   0.7491, 0.666577
 552,   0.7491, 0.664886
 553,   0.7491, 0.657969
 554,   0.7491, 0.669521
 555,   0.7491, 0.659332
 556,   0.7491, 0.664807
 557,   0.7491, 0.671804
 558,   0.7491, 0.670177
 559,   0.7391,   0.6656
 560,   0.7391, 0.665725
 561,   0.7391, 0.661373
 562,   0.7391, 0.664444
 563,   0.7391, 0.665877
 564,   0.7391, 0.657075
 565,   0.7391, 0.663093
 566,   0.7391, 0.655298
 567,   0.7391, 0.658126
 568,   0.7391, 0.662277
 569,   0.7391, 0.663195
 570,   0.7391,  0.66371
 571,   0.7391, 0.659504
 572,   0.7391, 0.663369
 573,   0.7391,  0.66224
 574,   0.7391, 0.660958
 575,   0.7391, 0.658927
 576,   0.7391, 0.663757
 577,   0.7391, 0.662975
 578,   0.7391,  0.66114
 579,   0.7391, 0.662072
 580,   0.7391,  0.66352
 581,   0.7391, 0.659686
 582,   0.7443,  0.66618
 583,   0.7443, 0.661615
 584,   0.7443, 0.669095
 585,   0.7443, 0.665062
 586,   0.7524, 0.670407
 587,   0.7482, 0.670816
 588,   0.7482, 0.669592
 589,   0.7482, 0.664119
 590,   0.7482, 0.665255
 591,   0.7482, 0.665697
 592,   0.7482, 0.665344
 593,   0.7482, 0.663697
 594,   0.7482, 0.665746
 595,   0.7482, 0.664315
 596,   0.7482,  0.66184
 597,   0.7482, 0.667485
 598,   0.7482, 0.661073
 599,   0.7482, 0.668206
 600,   0.7482, 0.669948
 601,   0.7482, 0.667454
 602,   0.7482, 0.669865
 603,   0.7482, 0.668419
 604,   0.7505, 0.664509
 605,   0.7505, 0.665471
 606,   0.7505, 0.670538
 607,   0.7599, 0.666414
 608,   0.7599, 0.671844
 609,   0.7599, 0.668145
 610,   0.7599, 0.676014
 611,   0.7599, 0.678312
 612,   0.7599, 0.679331
 613,   0.7559, 0.683881
 614,   0.7559,  0.67683
 615,   0.7559, 0.675264
 616,   0.7559, 0.671331
 617,   0.7559, 0.680425
 618,   0.7559,  0.67725
 619,   0.7559, 0.681463
 620,   0.7559, 0.680152
 621,   0.7559, 0.684382
 622,   0.7559, 0.682368
 623,   0.7559, 0.678734
 624,   0.7559, 0.679219
 625,   0.7559,  0.68142
 626,   0.7559,  0.68173
 627,   0.7559, 0.679994
 628,   0.7559, 0.676252
 629,   0.7559, 0.684448
 630,   0.7559, 0.679644
 631,   0.7559, 0.677714
 632,   0.7559, 0.678841
 633,   0.7559, 0.680933
 634,   0.7559, 0.681643
 635,   0.7559, 0.679736
 636,   0.7559, 0.676741
 637,   0.7559, 0.676783
 638,   0.7559, 0.679018
 639,   0.7559, 0.683218
 640,   0.7559, 0.677181
 641,   0.7559, 0.674041
 642,   0.7559,  0.67943
 643,   0.7559, 0.674257
 644,   0.7559, 0.677606
 645,   0.7559, 0.677057
 646,   0.7559, 0.678454
 647,   0.7559, 0.681697
 648,   0.7559, 0.677543
 649,   0.7559, 0.683202
 650,   0.7559, 0.687204
 651,   0.7559, 0.682402
 652,   0.7559, 0.680451
 653,   0.7559, 0.679968
 654,   0.7559, 0.676214
 655,   0.7559, 0.676446
 656,   0.7559, 0.679378
 657,   0.7559, 0.676484
 658,   0.7559, 0.679712
 659,   0.7559, 0.679577
 660,   0.7559, 0.672689
 661,   0.7559, 0.680816
 662,   0.7559, 0.679136
 663,   0.7559, 0.676595
 664,   0.7559, 0.681898
 665,   0.7559, 0.680825
 666,   0.7559, 0.682069
 667,   0.7559, 0.677131
 668,   0.7559, 0.682246
 669,   0.7559, 0.682147
 670,   0.7559, 0.682094
 671,   0.7559, 0.675264
 672,   0.7559, 0.681373
 673,   0.7559, 0.678819
 674,   0.7559, 0.685898
 675,   0.7559, 0.687146
 676,   0.7559, 0.676276
 677,   0.7559, 0.683788
 678,   0.7559, 0.684542
 679,   0.7559, 0.682946
 680,   0.7559, 0.683377
 681,   0.7559, 0.680609
 682,   0.7559, 0.678653
 683,   0.7559, 0.679109
 684,   0.7559, 0.685934
 685,   0.7559, 0.678452
 686,   0.7559, 0.678186
 687,   0.7559, 0.678751
 688,   0.7559, 0.678815
 689,   0.7559, 0.674836
 690,   0.7559, 0.682594
 691,   0.7559, 0.677072
 692,   0.7559, 0.681579
 693,   0.7559, 0.686383
 694,   0.7559, 0.679704
 695,   0.7559, 0.687561
 696,   0.7559, 0.682257
 697,   0.7559, 0.682997
 698,   0.7559, 0.675268
 699,   0.7559,  0.68224
 700,   0.7559, 0.678936
 701,   0.7559, 0.686949
 702,   0.7559, 0.677039
 703,   0.7559, 0.682795
 704,   0.7559, 0.681268
 705,   0.7559,  0.68187
 706,   0.7559, 0.683356
 707,   0.7559, 0.684358
 708,   0.7559, 0.681807
 709,   0.7559, 0.676886
 710,   0.7559, 0.681159
 711,   0.7559, 0.679617
 712,   0.7559, 0.678425
 713,   0.7559, 0.680092
 714,   0.7559, 0.682328
 715,   0.7559, 0.680206
 716,   0.7607, 0.683929
 717,   0.7588,  0.68091
 718,   0.7588, 0.686375
 719,   0.7588, 0.680956
 720,   0.7588, 0.677083
 721,   0.7588, 0.676521
 722,   0.7588, 0.678826
 723,   0.7588, 0.681132
 724,   0.7588, 0.680682
 725,   0.7588, 0.684023
 726,   0.7588, 0.683631
 727,   0.7588, 0.681102
 728,   0.7588,  0.67883
 729,   0.7588,  0.68106
 730,   0.7588, 0.678932
 731,   0.7588, 0.682909
 732,   0.7588, 0.687881
 733,   0.7588, 0.684522
 734,   0.7588, 0.677933
 735,   0.7588, 0.688867
 736,   0.7588, 0.682676
 737,   0.7588, 0.681807
 738,   0.7588, 0.681762
 739,   0.7588, 0.680165
 740,   0.7588, 0.681402
 741,   0.7588, 0.682689
 742,   0.7588, 0.684832
 743,   0.7588, 0.683882
 744,   0.7588, 0.683616
 745,   0.7588, 0.685654
 746,   0.7588, 0.683998
 747,   0.7588, 0.681084
 748,   0.7588, 0.682516
 749,   0.7588, 0.680183
 750,   0.7588, 0.684334
 751,   0.7588, 0.682383
 752,   0.7588, 0.682048
 753,   0.7588, 0.679327
 754,   0.7588, 0.680297
 755,   0.7588, 0.680534
 756,   0.7588, 0.678942
 757,   0.7588, 0.677364
 758,   0.7649, 0.683832
 759,   0.7649, 0.682714
 760,   0.7649, 0.682326
 761,   0.7649, 0.684042
 762,   0.7649, 0.685913
 763,   0.7649,  0.68981
 764,   0.7649, 0.687141
 765,   0.7649, 0.684675
 766,   0.7649, 0.689856
 767,   0.7649, 0.688576
 768,   0.7649, 0.692068
 769,   0.7649, 0.690177
 770,   0.7649, 0.683062
 771,   0.7649, 0.684487
 772,   0.7649, 0.683858
 773,   0.7649, 0.689086
 774,   0.7649, 0.688643
 775,   0.7649, 0.690445
 776,   0.7649,  0.68823
 777,   0.7649, 0.686321
 778,   0.7649, 0.686106
 779,   0.7649, 0.688193
 780,   0.7649, 0.683964
 781,   0.7649, 0.682931
 782,   0.7649, 0.684762
 783,   0.7649, 0.689121
 784,   0.7649, 0.689883
 785,   0.7649, 0.690986
 786,   0.7649, 0.689086
 787,   0.7649, 0.679307
 788,   0.7649, 0.687527
 789,   0.7649, 0.685962
 790,   0.7649, 0.680017
 791,   0.7649, 0.685416
 792,   0.7649, 0.688076
 793,   0.7649, 0.681873
 794,   0.7649, 0.691696
 795,   0.7649, 0.687132
 796,   0.7649, 0.687626
 797,   0.7649,   0.6886
 798,   0.7649, 0.688203
 799,   0.7649,  0.68961
 800,   0.7649, 0.687687
 801,   0.7649, 0.684842
 802,   0.7649, 0.684643
 803,   0.7649,  0.68721
 804,   0.7649, 0.688039
 805,   0.7649, 0.688141
 806,   0.7649, 0.681027
 807,   0.7649, 0.682575
 808,   0.7649, 0.685878
 809,   0.7649, 0.689028
 810,   0.7649, 0.686028
 811,   0.7649, 0.684712
 812,   0.7649, 0.683921
 813,   0.7649,  0.68504
 814,   0.7649, 0.685862
 815,   0.7649, 0.688064
 816,   0.7649, 0.689302
 817,   0.7649, 0.690188
 818,   0.7649, 0.684581
 819,   0.7649, 0.683381
 820,   0.7649, 0.682243
 821,   0.7649, 0.692042
 822,   0.7649, 0.688851
 823,   0.7649, 0.688671
 824,   0.7649,  0.68735
 825,   0.7649, 0.689517
 826,   0.7649, 0.691493
 827,   0.7649, 0.695085
 828,   0.7649, 0.687635
 829,   0.7649, 0.688359
 830,   0.7649, 0.680363
 831,   0.7649,  0.68339
 832,   0.7649, 0.684728
 833,   0.7649, 0.682939
 834,   0.7649, 0.683464
 835,   0.7649, 0.686191
 836,   0.7649, 0.688726
 837,   0.7649, 0.682608
 838,   0.7649, 0.687895
 839,   0.7649, 0.686681
 840,   0.7649, 0.691019
 841,   0.7649, 0.684301
 842,   0.7649, 0.689315
 843,   0.7649, 0.687115
 844,   0.7597, 0.686124
 845,   0.7597, 0.692078
 846,   0.7597, 0.681524
 847,   0.7597, 0.684273
 848,   0.7597, 0.686302
 849,   0.7597, 0.685889
 850,   0.7561,   0.6878
 851,   0.7561, 0.681676
 852,   0.7561, 0.678682
 853,   0.7561, 0.681268
 854,   0.7561, 0.675192
 855,   0.7645, 0.682204
 856,   0.7645, 0.679142
 857,   0.7645,  0.68185
 858,   0.7645, 0.681761
 859,   0.7645, 0.679047
 860,   0.7645, 0.684255
 861,   0.7645, 0.681438
 862,   0.7645, 0.687609
 863,   0.7645, 0.681983
 864,   0.7645, 0.682837
 865,   0.7645, 0.676751
 866,   0.7645, 0.688746
 867,   0.7645, 0.681525
 868,   0.7645, 0.684891
 869,   0.7645,  0.68133
 870,   0.7645, 0.680333
 871,   0.7645, 0.680179
 872,   0.7645, 0.688223
 873,   0.7645, 0.685896
 874,   0.7645, 0.677637
 875,   0.7645,  0.68331
 876,   0.7645,  0.68219
 877,   0.7645, 0.681326
 878,   0.7645, 0.683286
 879,   0.7645, 0.683518
 880,   0.7645, 0.681142
 881,   0.7645, 0.683959
 882,   0.7645, 0.681318
 883,   0.7645, 0.683197
 884,   0.7645, 0.684465
 885,   0.7645, 0.679181
 886,   0.7645, 0.680947
 887,   0.7645, 0.679771
 888,   0.7645, 0.686007
 889,   0.7645,   0.6841
 890,   0.7645, 0.682364
 891,   0.7645, 0.685489
 892,   0.7645,  0.68583
 893,   0.7645, 0.686003
 894,   0.7645, 0.679141
 895,   0.7645,  0.68474
 896,   0.7645, 0.683599
 897,   0.7645, 0.683989
 898,   0.7645, 0.685679
 899,   0.7645, 0.681645
 900,   0.7645, 0.688827
 901,   0.7645, 0.682912
 902,   0.7645, 0.682702
 903,   0.7645, 0.682402
 904,   0.7645, 0.683931
 905,   0.7645, 0.680467
 906,   0.7645, 0.682488
 907,   0.7645, 0.678503
 908,   0.7645, 0.681114
 909,   0.7645, 0.678999
 910,   0.7645, 0.681437
 911,   0.7645, 0.684458
 912,   0.7645, 0.681836
 913,   0.7645, 0.686598
 914,   0.7645,   0.6839
 915,   0.7645, 0.683104
 916,   0.7645, 0.680713
 917,   0.7645, 0.678765
 918,   0.7645, 0.684513
 919,   0.7645, 0.680446
 920,   0.7645, 0.681542
 921,   0.7645, 0.687981
 922,   0.7645, 0.684141
 923,   0.7645, 0.686533
 924,   0.7645,  0.67628
 925,   0.7645, 0.685008
 926,   0.7645,    0.685
 927,   0.7645, 0.682156
 928,   0.7645, 0.685777
 929,   0.7645, 0.683234
 930,   0.7645, 0.682014
 931,   0.7645,  0.67931
